
496,99860
497,99850
498,99840
499,99830
499,99820
500,99810
501,99800
501,99790
502,99780
503,99770
503,99760
504,99750
505,99740
505,99730
506,99720
506,99710
507,99700
508,99690
509,99680
509,99670
510,99660
511,99650
511,99640
512,99630
513,99620
513,99610
514,99600
514,99590
515,99580
516,99570
516,99560
517,99550
518,99540
518,99530
519,99520
520,99510
520,99500
521,99490
522,99480
522,99470
523,99460
524,99450
524,99440
525,99430
525,99420
526,99410
527,99400
527,99390
528,99380
529,99370
529,99360
530,99350
531,99340
531,99330
532,99320
533,99310
533,99300
534,99290
534,99280
535,99270
536,99260
536,99250
537,99240
538,99230
538,99220
539,99210
540,99200
540,99190
541,99180
542,99170
542,99160
543,99150
544,99140
544,99130
545,99120
546,99110
546,99100
