
0,37
2,20
5,36
6,49
8,30
10,52
13,51
14,16
16,51
18,33
21,59
22,50
24,15
26,11
29,0
31,32
33,31
35,38
36,38
39,29
40,15
43,7
45,25
47,43
48,38
51,49
53,20
55,15
57,21
59,33
61,4
62,18
65,59
66,6
69,53
70,61
73,64
75,24
76,47
79,54
81,58
83,18
85,40
87,62
89,49
91,33
93,30
95,30
97,13
99,57
101,17
103,8
105,49
107,9
109,4
111,57
113,51
115,51
117,48
119,10
121,36
123,13
125,10
127,58
129,17
131,14
133,48
135,25
137,8
139,9
141,11
143,34
145,35
147,64
149,63
151,32
153,25
155,61
157,59
159,42
161,48
163,46
165,32
167,25
169,27
171,11
173,51
175,49
177,49
179,2
181,46
183,50
185,39
187,16
189,27
191,7
193,11
195,7
197,32
199,58
201,51
203,54
205,42
207,12
209,32
211,17
213,20
215,1
217,7
220,10
221,5
223,56
225,64
227,19
229,59
231,8
234,57
235,23
238,55
239,53
242,18
243,17
245,56
248,38
249,61
252,50
253,12
256,0
257,2
260,41
262,60
263,62
266,16
267,61
270,9
271,23
274,49
275,43
278,4
280,25
282,1
283,56
286,44
287,12
290,5
291,22
294,16
296,41
298,36
300,26
301,52
304,35
305,56
308,4
