
0,4014
2,1084
3,4865
5,2320
6,4812
8,4001
9,1593
10,4828
11,1467
13,4093
14,4982
15,1283
17,4904
18,2582
19,3728
21,3365
22,1352
24,198
25,1558
26,4173
28,3655
30,14
31,4326
32,4534
33,1572
35,3735
36,2779
37,2419
39,3272
40,4100
41,5944
43,5301
44,507
45,5508
47,5210
48,2322
49,4181
51,3119
52,31
53,5676
55,144
56,1119
58,4956
59,1359
60,2797
61,4089
63,3302
64,2093
65,1235
67,2175
68,2090
70,1326
71,5587
72,1372
74,3666
75,1560
76,4542
77,5610
79,2090
80,5771
81,1382
83,4545
84,1739
86,5762
87,1481
89,1162
90,2076
91,3576
92,3092
94,5148
95,2456
97,4032
98,4613
99,641
101,5573
102,1488
103,140
106,4188
107,4833
108,5586
110,5186
111,925
112,4920
114,4072
115,3012
117,3708
118,4803
120,221
122,4343
123,3353
125,4328
127,4942
128,671
130,4841
131,4517
135,3869
136,2572
138,1869
140,1118
141,4931
143,1481
144,5129
146,1801
147,475
149,1789
150,4156
152,4180
153,4492
155,2020
157,916
158,755
160,4903
161,3395
163,5508
164,4010
166,4469
167,1707
189,2629
190,466
192,4499
193,3501
195,4993
197,900
198,1453
200,4276
202,5522
203,1930
205,4262
207,2485
209,2422
210,2829
212,2439
214,5072
215,5283
217,5348
218,4756
220,484
222,636
223,2460
225,685
227,2598
229,5476
231,2192
280,2689
281,1856
282,5286
284,1517
285,3008
287,4776
288,4830
289,1366
