
1,3.02
3,15.87
5,4.23
7,4.67
9,15.74
11,5.64
13,7.03
15,12.44
17,14.71
19,6.79
21,5.44
23,4.76
25,12.51
27,12.97
29,8.78
31,1.93
33,7.45
35,11.6
37,1.45
39,9.29
41,3.13
43,5.62
45,5.1
47,14.98
49,8.41
51,7.24
53,1.54
55,8.93
57,2.3
59,6.3
61,12.5
63,14.38
65,3.84
67,13.12
69,1.6
71,5.37
73,12.58
75,9.42
77,6.43
79,7.59
81,2.5
83,5.44
85,2.87
87,13.01
89,1.66
91,12.4
93,12.96
95,9.12
97,2.42
99,5.43
101,5.1
103,11.76
105,11.16
107,6.67
109,14.39
111,12.11
113,2.07
115,5.17
117,9.09
119,9.77
121,7.63
124,4.36
125,12.99
127,12.06
129,11.74
131,3.25
133,10.26
135,3.56
137,10.36
139,15.43
141,13.58
143,6.47
145,9.87
147,6.18
149,9.09
151,6.4
154,3.47
155,6.37
158,9.98
159,8.34
161,2.14
163,0.35
165,1.48
167,10.7
169,12.16
171,6.82
173,14.67
175,2.4
177,13.67
180,7.36
181,10.56
184,0.62
185,11.87
188,0.08
190,8.11
191,4.12
193,4.33
196,10.51
197,9.24
199,4.02
202,11.23
203,6.87
206,15.2
207,2.48
210,11.33
211,8.8
214,9.4
215,8.87
218,11.64
220,11.01
222,2.04
224,15.47
225,8.72
228,1.45
230,11.69
232,13.72
234,3.84
236,7.52
238,4.02
240,0.19
242,7.01
244,11.52
246,6.12
248,3.56
250,6.04
252,7.38
254,14.86
256,2.97
258,0.23
260,0.27
262,8.55
264,10.11
266,11.29
268,7.36
270,14.01
272,5.92
274,5.62
276,5.32
278,12.02
280,11.46
282,7.91
285,2.1
286,4.27
288,4.86
290,10.82
292,15.11
294,13.66
296,0.99
298,10.46
300,3.98
302,7.88
304,10.84
306,3.05
308,5.73
