
300,10
302,7
304,33
305,33
307,42
309,40
311,13
312,48
314,51
315,58
317,53
319,27
321,38
322,11
324,16
325,0
327,61
329,22
331,15
332,13
334,15
335,32
337,6
339,47
340,18
342,18
344,61
346,2
347,12
349,56
351,60
352,37
354,40
356,36
357,44
360,31
361,21
363,37
364,28
366,42
368,57
369,30
371,0
372,58
374,10
375,40
377,34
380,30
381,13
383,55
385,11
386,22
388,1
390,61
391,3
393,12
394,45
396,31
398,32
399,13
401,46
404,22
406,23
407,39
409,41
411,16
413,60
414,42
416,5
418,31
419,21
421,11
423,38
424,62
426,44
427,29
429,8
431,63
434,43
436,63
438,35
439,42
441,33
442,1
444,1
446,36
447,1
449,16
450,15
452,25
454,6
455,56
457,50
458,17
460,60
462,61
463,20
