
0,4.97
2,4.97
3,13.54
5,13.54
6,2.95
7,2.95
9,0.08
10,0.08
12,4.42
13,4.42
14,6.58
16,6.58
17,0.65
19,0.65
20,10.61
22,10.61
23,7.82
24,7.82
26,8.4
27,8.4
29,5.53
30,5.53
31,8.95
33,8.95
34,8.39
35,8.39
37,9.32
38,9.32
40,8.45
41,8.45
42,2.28
44,2.28
45,6.46
47,6.46
48,14.51
50,14.51
51,12.59
52,12.59
54,14.26
55,14.26
57,13.91
59,13.91
60,15.31
61,15.31
63,6.54
64,6.54
65,8.45
67,8.45
68,10.22
69,10.22
71,4.54
73,4.54
74,1.0
75,1.0
77,12.95
78,12.95
79,5.63
81,5.63
82,0.82
84,0.82
85,8.55
86,8.55
88,3.06
90,3.06
91,8.72
93,8.72
94,15.61
96,15.61
97,0.35
99,0.35
100,12.28
101,12.28
103,5.51
104,5.51
106,7.86
107,7.86
108,9.53
111,9.53
112,7.01
114,7.01
115,2.55
116,2.55
118,1.52
119,1.52
121,15.11
122,15.11
124,5.28
125,5.28
126,3.63
128,3.63
129,1.41
131,1.41
132,11.66
133,11.66
136,0.61
138,0.61
