
0,22
1,23
3,6
4,1
5,56
7,60
8,12
9,21
11,51
12,48
13,2
15,7
16,15
17,36
18,12
20,35
21,12
22,51
24,5
25,28
27,19
28,15
29,52
30,60
32,34
33,45
34,19
36,51
37,30
38,34
39,29
41,44
42,58
44,62
45,38
46,43
48,17
49,58
50,60
52,17
53,40
55,62
56,47
57,43
58,52
60,1
61,30
62,51
64,13
65,43
67,26
68,27
69,60
70,61
72,42
73,9
74,39
75,24
77,12
78,46
80,3
81,8
83,20
84,61
85,2
87,0
88,60
89,39
91,34
92,60
93,7
94,7
96,40
97,58
99,10
101,64
102,20
103,18
105,24
106,23
108,24
109,25
110,33
112,35
113,63
114,25
116,27
117,2
118,50
120,47
121,50
123,8
125,54
126,12
127,0
129,61
130,0
131,8
133,49
134,51
135,12
137,23
138,21
139,12
141,62
142,31
143,60
144,23
146,22
147,54
148,8
151,32
152,39
154,62
155,11
156,24
157,27
159,18
160,7
162,55
163,57
164,49
166,26
167,59
168,45
170,18
171,14
172,6
174,61
175,34
176,30
177,3
179,6
180,32
181,19
183,49
184,41
187,4
189,52
190,18
191,28
193,49
194,55
196,10
197,8
198,8
200,51
201,4
203,55
204,40
205,42
207,44
208,24
209,2
211,34
212,59
213,56
215,49
216,35
217,53
219,31
220,7
222,57
223,30
224,53
226,64
227,32
228,9
230,28
235,42
236,47
237,41
239,57
240,31
242,52
243,21
245,55
246,11
248,51
249,24
251,8
252,57
253,47
255,44
256,7
258,39
259,51
261,14
262,42
263,27
265,3
266,2
268,13
269,14
271,39
272,38
273,47
275,6
276,55
278,15
279,60
280,60
282,17
283,49
284,8
286,39
290,21
291,43
292,58
294,1
295,29
296,9
298,40
299,53
301,27
302,36
303,24
304,18
306,36
307,50
309,5
310,31
311,29
312,47
314,39
315,36
316,19
318,48
319,52
320,48
322,39
323,31
325,58
326,30
327,22
329,55
330,19
332,24
333,60
334,20
336,36
337,15
338,0
340,30
341,24
342,64
344,43
345,40
347,21
348,62
349,45
351,34
352,21
354,61
359,40
360,58
363,47
365,35
368,59
370,35
371,2
373,35
374,20
376,62
377,28
379,26
381,34
382,5
384,10
385,32
387,32
389,2
391,39
392,5
394,31
396,63
398,19
401,45
403,21
407,13
412,18
419,40
423,25
424,56
426,13
427,31
429,50
430,32
432,42
434,34
435,24
437,50
438,43
440,32
441,15
443,54
444,30
446,18
448,29
450,9
451,9
453,22
454,33
456,42
458,59
459,48
461,52
463,29
472,53
477,32
481,53
