
0,4806
2,5437
3,1050
4,206
6,2292
7,1198
8,1278
10,4031
11,4125
12,543
14,1609
15,4921
17,5325
18,2226
19,1776
21,3677
22,3325
23,3353
25,2900
26,3998
28,5627
29,867
30,231
32,4979
33,2276
34,4371
36,4572
37,3770
38,320
40,2650
41,4413
43,536
44,2170
45,327
47,1632
48,559
49,1082
51,3748
52,3834
54,1553
55,528
57,3042
58,3448
60,5782
61,1945
62,5662
64,2115
65,3112
67,2344
69,2212
70,5787
72,4476
73,436
74,1182
76,4764
77,4073
78,1726
80,1599
81,4795
83,2736
85,92
86,923
88,1503
89,4615
91,4740
92,2438
93,175
95,1018
96,2082
98,1583
99,4665
100,3048
102,5178
103,3113
106,803
107,4935
109,4216
110,4376
111,1141
113,3753
114,4319
116,5859
117,5110
119,3855
120,5782
121,938
123,4547
124,962
126,167
127,2072
129,5433
131,5979
133,5934
134,5491
135,2543
137,951
138,2432
140,162
141,41
142,5663
144,3095
145,2777
146,599
148,4375
149,4748
150,3002
152,3207
153,1488
155,4270
156,5645
158,4004
159,3911
162,3567
163,2891
165,3946
166,766
167,2748
169,3980
170,3545
172,4731
173,611
174,3593
176,5272
178,2715
