
0,34.00
1,34.00
1,34.00
2,34.00
3,34.00
3,34.00
4,34.00
5,34.00
5,34.00
6,34.00
6,34.00
7,34.00
8,34.00
8,34.00
9,34.00
10,34.00
10,34.00
11,34.00
12,34.00
12,34.00
13,34.00
14,34.00
14,34.00
15,34.00
15,34.00
16,34.00
16,34.00
17,34.00
18,34.00
18,34.00
19,34.00
19,34.00
20,34.00
21,34.00
21,34.00
22,34.00
23,34.00
23,34.00
24,34.00
24,34.00
25,34.00
26,34.00
26,34.00
27,34.00
27,34.00
28,34.00
29,34.00
29,34.00
30,34.00
30,34.00
31,34.00
32,34.10
32,34.10
33,34.00
33,34.10
34,34.00
35,34.10
35,34.10
36,34.10
36,34.10
37,34.10
38,34.10
38,34.10
39,34.10
39,34.10
40,34.10
41,34.10
41,34.10
42,34.10
43,34.10
43,34.10
44,34.10
44,34.10
45,34.10
46,34.10
46,34.10
47,34.10
48,34.10
48,34.10
49,34.10
49,34.10
50,34.10
51,34.10
51,34.00
52,34.00
53,34.00
53,34.00
54,33.90
54,33.90
55,33.90
56,33.80
56,33.80
57,33.80
57,33.80
58,33.70
59,33.70
59,33.80
60,33.80
61,33.80
61,33.80
62,33.80
62,33.70
63,33.70
64,33.70
64,33.60
65,33.60
66,33.50
66,33.50
67,33.50
67,33.50
68,33.50
69,33.50
69,33.50
70,33.40
70,33.40
71,33.40
72,33.30
72,33.30
73,33.20
74,33.20
74,33.20
75,33.20
75,33.20
76,33.10
77,33.10
77,33.10
78,33.10
79,33.10
79,33.10
80,33.00
81,33.00
81,33.00
82,33.00
83,33.00
83,32.90
84,32.90
84,32.90
85,32.90
86,32.80
86,32.80
87,32.80
88,32.70
88,32.70
89,32.70
89,32.60
90,32.60
91,32.60
91,32.50
92,32.50
93,32.50
93,32.50
94,32.50
94,32.50
95,32.40
96,32.40
96,32.30
97,32.30
98,32.30
98,32.30
99,32.30
100,32.40
100,32.40
101,32.40
102,32.30
102,32.30
103,32.30
104,32.30
104,32.20
105,32.20
106,32.20
106,32.20
107,32.20
108,32.20
108,32.10
109,32.10
110,32.10
110,32.10
111,32.10
112,32.10
112,32.10
113,32.00
114,32.00
114,32.00
115,32.00
115,32.00
116,32.00
117,31.90
118,31.90
118,31.90
119,31.80
120,31.80
120,31.70
121,31.70
121,31.70
122,31.70
123,31.70
123,31.70
124,31.70
125,31.70
125,31.60
126,31.60
127,31.60
127,31.60
128,31.60
129,31.60
129,31.50
130,31.50
131,31.50
131,31.40
132,31.40
133,31.40
133,31.40
134,31.40
134,31.30
135,31.30
136,31.30
136,31.30
137,31.30
137,31.30
138,31.30
139,31.30
139,31.30
140,31.30
140,31.30
141,31.30
142,31.30
142,31.30
143,31.30
143,31.30
144,31.30
145,31.40
145,31.40
146,31.40
146,31.40
147,31.50
148,31.50
148,31.60
149,31.60
149,31.60
150,31.60
151,31.60
151,31.70
152,31.70
152,31.80
153,31.80
154,31.80
154,31.90
155,31.90
156,31.90
156,32.00
157,32.00
157,32.00
158,32.00
159,32.10
159,32.10
160,32.10
160,32.20
161,32.20
162,32.20
162,32.20
163,32.30
163,32.30
164,32.30
165,32.30
165,32.30
166,32.40
166,32.40
167,32.40
168,32.40
168,32.40
169,32.50
169,32.50
170,32.50
171,32.50
171,32.50
172,32.60
172,32.60
173,32.60
174,32.60
174,32.60
175,32.60
175,32.70
176,32.70
177,32.70
177,32.70
178,32.70
179,32.70
179,32.70
180,32.80
180,32.80
181,32.80
181,32.80
182,32.80
183,32.80
183,32.90
184,32.90
184,32.90
185,33.00
186,33.00
186,33.00
187,33.00
187,33.00
188,33.00
189,33.10
189,33.10
190,33.10
191,33.10
191,33.10
192,33.10
192,33.10
193,33.10
194,33.10
194,33.10
195,33.20
196,33.20
196,33.20
197,33.20
197,33.20
198,33.20
199,33.20
199,33.20
200,33.20
201,33.20
201,33.30
202,33.30
202,33.30
203,33.30
204,33.30
204,33.30
205,33.30
206,33.30
206,33.30
207,33.30
207,33.30
208,33.30
209,33.40
209,33.40
210,33.40
211,33.40
211,33.40
212,33.40
212,33.40
213,33.40
214,33.40
214,33.40
215,33.40
216,33.40
216,33.40
217,33.40
217,33.40
218,33.40
219,33.50
219,33.50
220,33.50
220,33.50
221,33.50
222,33.50
222,33.50
223,33.50
224,33.50
224,33.50
225,33.50
225,33.50
226,33.50
227,33.50
227,33.50
228,33.50
229,33.60
229,33.50
230,33.50
230,33.50
231,33.60
